seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,event
0,1777377944433,0,host,0.00,0.00,1777377944107,0.0,0,0,0,0.00,0.00,0.00,0.00,host_play
1,1777377944581,1777377944782,192.168.35.90:58374,0.00,0.00,1777377944107,-298.8,0,0,0,0.00,0.00,0.00,0.00,guest_start
2,1777377944618,1777377944910,192.168.35.90:58374,-492.63,-492.63,1777377944107,-298.8,0,512,0,0.00,0.00,0.00,0.00,fallback
3,1777377945140,1777377945476,192.168.35.90:58374,158.92,158.92,1777377944902,-303.8,20160,39645,0,8.18,20.87,12.69,0.00,fallback
4,1777377945641,1777377945978,192.168.35.90:58374,162.44,162.44,1777377945404,-303.8,42240,61917,0,8.33,21.86,13.53,0.00,fallback
5,1777377946139,1777377946479,192.168.35.90:58374,-30.39,-30.39,1777377945891,-308.2,64224,75917,0,7.98,23.71,15.74,0.00,fallback
6,1777377946640,1777377946980,192.168.35.90:58374,-24.81,-24.81,1777377946396,-308.2,86400,98189,0,8.16,24.50,16.34,0.00,fallback
7,1777377947242,1777377947578,192.168.35.90:58374,-17.25,-17.25,1777377946901,-312.3,108384,124301,0,7.99,21.46,13.46,0.00,fallback
8,1777377947741,1777377948079,192.168.35.90:58374,-7.43,-7.43,1777377947405,-316.0,130464,146573,0,9.19,23.86,14.67,0.00,fallback
9,1777377948242,1777377948581,192.168.35.90:58374,-21.66,-21.66,1777377947860,-316.0,152544,170158,0,8.42,24.45,16.02,0.00,fallback
10,1777377948766,1777377949082,192.168.35.90:58374,-19.66,-19.66,1777377947860,-316.0,152544,192174,0,8.42,20.68,12.25,0.00,fallback
11,1777377949344,1777377949679,192.168.35.90:58374,-3.23,-3.23,1777377948873,-319.3,196608,218542,0,9.41,23.27,13.86,0.00,fallback
12,1777377949842,1777377950181,192.168.35.90:58374,4.10,4.10,1777377949376,-322.2,218592,240814,0,7.55,24.57,17.03,0.00,fallback
13,1777377950441,1777377950778,192.168.35.90:58374,11.14,11.14,1777377949881,-322.2,240768,267182,0,9.13,22.18,13.05,0.00,fallback
14,1777377950941,1777377951279,192.168.35.90:58374,13.01,13.01,1777377950384,-324.9,262752,289198,0,6.87,23.45,16.58,0.00,fallback
15,1777377951440,1777377951781,192.168.35.90:58374,12.67,12.67,1777377950888,-324.9,284832,311214,0,7.36,24.83,17.47,0.00,fallback
16,1777377952085,1777377952378,192.168.35.90:58374,29.56,29.56,1777377951898,-327.3,328992,337582,0,9.51,22.05,12.54,0.00,fallback
17,1777377952541,1777377952879,192.168.35.90:58374,-13.46,-13.46,1777377952403,-327.3,350976,357587,0,8.77,23.46,14.69,0.00,fallback
18,1777377953042,1777377953380,192.168.35.90:58374,-61.49,-61.49,1777377952857,-329.4,373056,379603,0,8.62,24.96,16.34,0.00,fallback
19,1777377953641,1777377953978,192.168.35.90:58374,-14.54,-14.54,1777377953361,-329.4,395136,407734,0,9.43,22.03,12.60,0.00,fallback
20,1777377954141,1777377954480,192.168.35.90:58374,-16.87,-16.87,1777377953361,-331.2,395136,429750,0,9.43,23.44,14.01,0.00,fallback
21,1777377954641,1777377954980,192.168.35.90:58374,-2.65,-2.65,1777377954371,-331.2,439200,452022,0,9.09,24.74,15.64,0.00,fallback
22,1777377955142,1777377955482,192.168.35.90:58374,-1.88,-1.88,1777377954875,-332.9,461280,473782,0,9.05,20.35,11.30,0.00,fallback
23,1777377955968,1777377956079,192.168.35.90:58374,8.86,8.86,1777377955380,-332.9,483264,500406,0,9.43,23.21,13.78,0.00,fallback
24,1777377956243,1777377956580,192.168.35.90:58374,10.37,10.37,1777377955885,-334.4,505344,522422,0,8.34,24.65,16.31,0.00,fallback
25,1777377956741,1777377957082,192.168.35.90:58374,17.42,17.42,1777377956390,-335.8,527424,544438,0,8.47,20.64,12.17,0.00,fallback
26,1777377957440,1777377957679,192.168.35.90:58374,-20.36,-20.36,1777377956896,-335.8,549408,568882,0,8.62,23.36,14.73,0.00,fallback
27,1777377957756,1777377958079,192.168.35.90:58374,0.00,0.00,1777377957401,-337.0,571584,586290,0,0.00,0.00,0.00,0.00,anchor_set
28,1777377957854,1777377958186,192.168.35.90:58374,3.86,-16.48,1777377957401,-337.0,571584,591170,0,7.31,19.93,12.62,16.05,drift
29,1777377958440,1777377958778,192.168.35.90:58374,2.41,-53.12,1777377957856,-337.0,593472,617538,0,8.22,22.06,13.85,16.05,drift
30,1777377958941,1777377959279,192.168.35.90:58374,1.49,-52.29,1777377958360,-338.1,615552,639554,0,7.62,23.29,15.67,16.05,drift
31,1777377959441,1777377959781,192.168.35.90:58374,1.18,-42.92,1777377958867,-338.1,637632,661826,0,8.90,24.55,15.64,16.05,drift
32,1777377960041,1777377960378,192.168.35.90:58374,4.99,-33.64,1777377959879,-339.1,681792,687938,0,9.05,22.16,13.10,16.05,drift
33,1777377960542,1777377960879,192.168.35.90:58374,4.00,-24.11,1777377960384,-339.1,703776,710210,0,8.93,23.04,14.10,16.05,drift
34,1777377961072,1777377961381,192.168.35.90:58374,2.46,-24.07,1777377960889,-340.0,725856,732226,0,7.92,24.43,16.50,16.05,drift
35,1777377961542,1777377961882,192.168.35.90:58374,6.91,-15.85,1777377961396,-340.0,747936,754242,0,7.73,20.56,12.83,16.05,drift
36,1777377962141,1777377962479,192.168.35.90:58374,5.58,-11.10,1777377961899,-340.8,769920,780610,0,8.96,23.26,14.30,16.05,drift
37,1777377962642,1777377962981,192.168.35.90:58374,3.94,-3.33,1777377962406,-340.8,792000,802882,0,8.76,24.63,15.87,16.05,drift
38,1777377963141,1777377963482,192.168.35.90:58374,9.24,-52.98,1777377962860,-341.2,814080,824642,0,8.90,20.59,11.69,16.05,drift
39,1777377963744,1777377964079,192.168.35.90:58374,6.16,-44.22,1777377963363,-341.6,836064,851266,0,8.60,23.12,14.52,16.05,drift
40,1777377964242,1777377964581,192.168.35.90:58374,3.66,-45.85,1777377963867,-341.6,858144,873282,0,7.81,24.52,16.71,16.05,drift
41,1777377964744,1777377965076,192.168.35.90:58374,3.59,0.00,1777377964370,-342.2,880224,895298,0,0.00,0.00,0.00,0.00,anchor_reset_offset_drift
42,1777377964845,1777377965178,192.168.35.90:58374,3.59,0.00,1777377964370,-342.2,880224,899650,0,0.00,0.00,0.00,0.00,anchor_set
43,1777377964944,1777377965279,192.168.35.90:58374,-1.75,-10.20,1777377964370,-342.2,880224,905481,0,7.41,23.56,16.15,14.08,drift
44,1777377965442,1777377965781,192.168.35.90:58374,-2.34,-7.91,1777377964874,-342.2,902208,927497,0,8.03,24.62,16.59,14.08,drift
45,1777377966044,1777377966378,192.168.35.90:58374,2.37,6.54,1777377965885,-342.8,946368,953865,0,8.69,21.95,13.26,14.08,drift
46,1777377966544,1777377966879,192.168.35.90:58374,-1.20,7.30,1777377966389,-342.8,968352,975881,0,7.30,23.54,16.23,14.08,drift
47,1777377967043,1777377967381,192.168.35.90:58374,-2.20,9.60,1777377966389,-343.3,968352,998153,0,7.30,24.80,17.49,14.08,drift
48,1777377967543,1777377967882,192.168.35.90:58374,-3.33,16.44,1777377967400,-343.3,1012512,1020169,0,7.14,25.65,18.51,14.08,drift
49,1777377968143,1777377968479,192.168.35.90:58374,2.56,25.19,1777377967904,-343.8,1034592,1046537,0,9.04,23.51,14.46,14.08,drift
50,1777377968644,1777377968981,192.168.35.90:58374,-0.71,-24.08,1777377968358,-343.8,1056576,1068553,0,8.10,24.57,16.46,14.08,drift
51,1777377969244,1777377969578,192.168.35.90:58374,2.64,-15.02,1777377968864,-344.2,1078656,1094921,0,7.71,21.77,14.06,14.08,drift
52,1777377969744,1777377970079,192.168.35.90:58374,1.31,-7.69,1777377969369,-344.5,1100736,1117193,0,7.75,23.10,15.35,14.08,drift
53,1777377970242,1777377970581,192.168.35.90:58374,-0.10,-6.22,1777377969873,-344.5,1122720,1139209,0,7.93,24.55,16.62,14.08,drift
54,1777377970843,1777377971178,192.168.35.90:58374,3.17,1.50,1777377970378,-344.7,1144800,1165577,0,7.79,22.18,14.38,14.08,drift
55,1777377971343,1777377971679,192.168.35.90:58374,0.53,1.08,1777377970882,-344.7,1166880,1187593,0,7.37,23.72,16.35,14.08,drift
56,1777377971842,1777377972180,192.168.35.90:58374,3.05,11.71,1777377971386,-345.0,1188864,1209865,0,9.15,24.62,15.47,14.08,drift
57,1777377972441,1777377972778,192.168.35.90:58374,2.68,19.35,1777377971893,-345.0,1210944,1236233,0,7.34,21.41,14.07,14.08,drift
58,1777377972947,1777377973279,192.168.35.90:58374,3.25,26.52,1777377972901,-345.2,1255008,1258249,0,7.77,21.92,14.15,14.08,drift
59,1777377973444,1777377973780,192.168.35.90:58374,1.63,22.75,1777377972901,-345.2,1255008,1280265,0,7.77,23.92,16.15,14.08,drift
60,1777377973942,1777377974282,192.168.35.90:58374,-0.21,25.76,1777377973405,-345.4,1277184,1302537,0,7.45,24.94,17.50,14.08,drift
61,1777377974545,1777377974879,192.168.35.90:58374,2.43,-9.95,1777377974363,-345.4,1321152,1328905,0,7.60,22.71,15.11,14.08,drift
62,1777377975044,1777377975381,192.168.35.90:58374,2.01,-7.31,1777377974870,-345.5,1343232,1350921,0,7.84,24.02,16.18,14.08,drift
63,1777377975643,1777377975978,192.168.35.90:58374,4.71,1.42,1777377975375,-345.5,1365312,1377289,0,8.61,21.30,12.68,14.08,drift
64,1777377976145,1777377976479,192.168.35.90:58374,2.82,0.35,1777377975879,-345.7,1387392,1399305,0,7.17,22.62,15.46,14.08,drift
65,1777377976645,1777377976980,192.168.35.90:58374,3.48,9.53,1777377976382,-345.7,1409376,1421577,0,9.08,23.88,14.80,14.08,drift
66,1777377977250,1777377977482,192.168.35.90:58374,1.84,5.72,1777377976382,-345.7,1409376,1443593,0,9.08,24.92,15.84,14.08,drift
67,1777377977745,1777377978080,192.168.35.90:58374,2.95,15.62,1777377977392,-345.9,1453536,1469961,0,7.66,22.41,14.75,14.08,drift
68,1777377978244,1777377978580,192.168.35.90:58374,2.09,19.66,1777377977897,-345.9,1475520,1491977,0,7.67,24.10,16.43,14.08,drift
69,1777377978750,1777377979088,192.168.35.90:58374,3.87,22.63,1777377978402,-346.0,1497600,1514249,0,8.24,23.18,14.93,14.08,drift
70,1777377979346,1777377979680,192.168.35.90:58374,6.42,27.40,1777377978907,-346.0,1519776,1540361,0,9.43,21.84,12.41,14.08,drift
71,1777377979843,1777377980181,192.168.35.90:58374,2.51,-15.01,1777377979360,-346.1,1541664,1562633,0,8.07,23.70,15.63,14.08,drift
72,1777377980342,1777377980682,192.168.35.90:58374,0.47,-12.57,1777377979865,-346.1,1563648,1584649,0,7.39,25.29,17.91,14.08,drift
73,1777377980942,1777377981279,192.168.35.90:58374,4.04,-2.13,1777377980372,-346.2,1585728,1611017,0,7.73,22.52,14.79,14.08,drift
74,1777377981442,1777377981781,192.168.35.90:58374,1.96,-0.72,1777377980878,-346.2,1607808,1633033,0,8.22,24.14,15.93,14.08,drift
75,1777377981942,1777377982282,192.168.35.90:58374,7.64,5.78,1777377981383,-346.3,1629888,1655049,0,7.53,19.59,12.05,14.08,drift
76,1777377982543,1777377982880,192.168.35.90:58374,3.31,19.57,1777377982393,-346.3,1673952,1681673,0,8.26,23.06,14.80,14.08,drift
77,1777377983042,1777377983381,192.168.35.90:58374,2.93,17.13,1777377982393,-346.4,1673952,1703689,0,8.26,23.80,15.54,14.08,drift
78,1777377983542,1777377983882,192.168.35.90:58374,3.32,21.46,1777377983403,-346.4,1718208,1725705,0,9.46,25.36,15.90,14.08,drift
79,1777377984145,1777377984480,192.168.35.90:58374,2.92,-22.57,1777377983857,-346.4,1740192,1752073,0,6.97,22.37,15.41,14.08,drift
80,1777377984644,1777377984981,192.168.35.90:58374,4.49,-10.88,1777377984363,-346.4,1762176,1774345,0,8.11,23.36,15.25,14.08,drift
81,1777377985143,1777377985482,192.168.35.90:58374,2.34,-9.11,1777377984868,-346.5,1784256,1796361,0,9.03,25.11,16.08,14.08,drift
82,1777377985745,1777377986079,192.168.35.90:58374,5.74,-1.06,1777377985373,-346.5,1806336,1822729,0,8.99,22.31,13.32,14.08,drift
83,1777377986244,1777377986580,192.168.35.90:58374,2.51,-1.59,1777377985876,-346.5,1828320,1844745,0,7.59,24.17,16.58,14.08,drift
84,1777377986743,1777377987082,192.168.35.90:58374,1.69,5.59,1777377986382,-346.5,1850400,1867017,0,7.70,25.45,17.75,14.08,drift
85,1777377987343,1777377987679,192.168.35.90:58374,4.76,11.45,1777377986886,-346.6,1872576,1893385,0,8.40,22.40,13.99,14.08,drift
86,1777377987842,1777377988180,192.168.35.90:58374,2.93,19.30,1777377987392,-346.6,1894368,1915401,0,7.70,23.96,16.26,14.08,drift
87,1777377988342,1777377988682,192.168.35.90:58374,2.52,20.07,1777377987897,-346.6,1916448,1937417,0,8.10,25.14,17.04,14.08,drift
88,1777377988945,1777377989279,192.168.35.90:58374,4.87,28.27,1777377988402,-346.7,1938528,1963785,0,8.39,22.51,14.11,14.08,drift
89,1777377989443,1777377989781,192.168.35.90:58374,2.56,-16.63,1777377988857,-346.7,1960608,1986057,0,7.46,23.82,16.36,14.08,drift
90,1777377990045,1777377990378,192.168.35.90:58374,7.70,-12.73,1777377989362,-346.7,1982688,2012169,0,9.56,21.49,11.93,14.08,drift
91,1777377990542,1777377990879,192.168.35.90:58374,5.08,1.25,1777377990373,-346.7,2026752,2034441,0,9.04,22.84,13.80,14.08,drift
92,1777377991042,1777377991381,192.168.35.90:58374,3.83,-2.75,1777377990373,-346.7,2026752,2056457,0,9.04,24.10,15.06,14.08,drift
93,1777377991544,1777377991882,192.168.35.90:58374,10.08,8.93,1777377991383,-346.7,2070912,2078473,0,9.48,19.73,10.25,14.08,drift
94,1777377992143,1777377992480,192.168.35.90:58374,5.05,9.84,1777377991888,-346.8,2092992,2104841,0,8.82,22.43,13.60,14.08,drift
95,1777377992936,1777377993024,192.168.35.90:58374,6.90,20.00,1777377992393,-346.8,2114976,2128905,0,8.69,20.29,11.60,14.08,drift
96,1777377993250,1777377993584,192.168.35.90:58374,7.86,27.37,1777377992898,-346.8,2137056,2153737,0,9.26,20.93,11.67,14.08,drift
97,1777377993846,1777377994181,192.168.35.90:58374,3.11,22.93,1777377993403,-346.8,2159136,2179849,0,8.01,23.56,15.55,14.08,drift
98,1777377994344,1777377994682,192.168.35.90:58374,2.98,-16.88,1777377993857,-346.8,2181024,2202121,0,7.79,24.86,17.07,14.08,drift
99,1777377994944,1777377995279,192.168.35.90:58374,3.96,-10.80,1777377994361,-346.8,2203104,2228489,0,7.53,22.78,15.25,14.08,drift
100,1777377995444,1777377995781,192.168.35.90:58374,4.91,-11.44,1777377994866,-346.8,2225280,2250505,0,8.37,23.62,15.26,14.08,drift
101,1777377995946,1777377996282,192.168.35.90:58374,1.63,-10.66,1777377995369,-346.8,2247264,2272521,0,7.65,24.87,17.22,14.08,drift
102,1777377996545,1777377996879,192.168.35.90:58374,3.54,2.54,1777377996381,-346.8,2291424,2298889,0,7.05,22.63,15.57,14.08,drift
103,1777377997077,1777377997381,192.168.35.90:58374,2.53,11.54,1777377996886,-346.8,2313408,2321161,0,7.76,23.79,16.02,14.08,drift
104,1777377997545,1777377997882,192.168.35.90:58374,1.55,12.89,1777377997391,-346.8,2335488,2343177,0,7.55,24.77,17.22,14.08,drift
105,1777377998146,1777377998479,192.168.35.90:58374,4.71,22.03,1777377997897,-346.7,2357568,2369545,0,7.57,21.80,14.23,14.08,drift
106,1777377998645,1777377998981,192.168.35.90:58374,2.36,24.01,1777377998402,-346.7,2379552,2391561,0,7.80,23.77,15.98,14.08,drift
107,1777377999144,1777377999482,192.168.35.90:58374,8.25,-19.14,1777377998857,-346.6,2401632,2413577,0,8.46,20.07,11.61,14.08,drift
108,1777377999744,1777378000079,192.168.35.90:58374,5.42,-10.15,1777377999363,-346.5,2423712,2440201,0,7.88,22.49,14.60,14.08,drift
109,1777378000245,1777378000581,192.168.35.90:58374,2.86,-9.91,1777377999868,-346.5,2445792,2462217,0,7.80,23.70,15.90,14.08,drift
110,1777378000742,1777378001082,192.168.35.90:58374,6.39,-5.51,1777378000373,-346.5,2467680,2483977,0,7.44,20.00,12.55,14.08,drift
111,1777378001343,1777378001680,192.168.35.90:58374,6.03,0.45,1777378000879,-346.5,2489952,2510601,0,9.32,22.59,13.27,14.08,drift
112,1777378002048,1777378002180,192.168.35.90:58374,2.34,7.49,1777378001383,-346.5,2511936,2532873,0,7.30,24.07,16.77,14.08,drift
113,1777378002345,1777378002682,192.168.35.90:58374,6.83,10.05,1777378001888,-346.4,2533920,2554633,0,7.46,19.54,12.07,14.08,drift
114,1777378003125,1777378003279,192.168.35.90:58374,6.97,21.12,1777378002394,-346.4,2556000,2581257,0,9.57,22.61,13.05,14.08,drift
115,1777378003442,1777378003781,192.168.35.90:58374,3.95,21.70,1777378002901,-346.4,2578080,2603273,0,7.75,23.72,15.97,14.08,drift
116,1777378003942,1777378004282,192.168.35.90:58374,0.93,28.77,1777378003404,-346.5,2600064,2625545,0,7.43,24.92,17.49,14.08,drift
117,1777378004544,1777378004880,192.168.35.90:58374,4.73,-14.50,1777378004365,-346.5,2644224,2651657,0,7.93,22.44,14.51,14.08,drift
118,1777378005044,1777378005381,192.168.35.90:58374,1.48,-6.11,1777378004870,-346.3,2666208,2673929,0,7.51,24.02,16.51,14.08,drift
119,1777378005546,1777378005882,192.168.35.90:58374,2.50,-2.37,1777378005376,-346.3,2688288,2695945,0,7.88,24.19,16.31,14.08,drift
120,1777378006146,1777378006479,192.168.35.90:58374,4.33,0.57,1777378005376,-346.2,2688288,2722313,0,7.88,22.03,14.16,14.08,drift
121,1777378006646,1777378006981,192.168.35.90:58374,1.99,9.48,1777378006389,-346.2,2732352,2744329,0,7.45,23.75,16.29,14.08,drift
122,1777378007144,1777378007482,192.168.35.90:58374,0.40,16.39,1777378006894,-346.1,2754432,2766601,0,7.48,25.09,17.61,14.08,drift
123,1777378007741,1777378008079,192.168.35.90:58374,4.28,24.14,1777378007398,-346.0,2776512,2792969,0,9.06,23.05,13.99,14.08,drift
124,1777378008242,1777378008581,192.168.35.90:58374,2.68,25.47,1777378007904,-346.0,2798592,2814985,0,8.68,23.89,15.21,14.08,drift
125,1777378008744,1777378009083,192.168.35.90:58374,6.08,-19.23,1777378008357,-345.9,2820576,2837001,0,7.94,19.48,11.54,14.08,drift
126,1777378009343,1777378009679,192.168.35.90:58374,4.40,-17.28,1777378008860,-345.9,2842656,2863369,0,8.61,22.44,13.82,14.08,drift
